pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_5
---------------------------------
| rollout/           |          |
|    value_loss           | 3.07e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.1e+03       |
|    ep_rew_mean          | 360           |
| time/                   |               |
|    fps                  | 68            |
|    iterations           | 155           |
|    time_elapsed         | 4615          |
|    total_timesteps      | 317440        |
| train/                  |               |
|    approx_kl            | 4.2424246e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.17         |
|    explained_variance   | 0.411         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.39e+03      |
|    n_updates            | 1540          |
|    policy_gradient_loss | 6.21e-06      |
|    std                  | 0.777         |
|    value_loss           | 3.05e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 359          |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 156          |
|    time_elapsed         | 4638         |
|    total_timesteps      | 319488       |
| train/                  |              |
|    approx_kl            | 0.0021372456 |
|    clip_fraction        | 0.0101       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.16        |
|    explained_variance   | 0.927        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.708        |
|    n_updates            | 1550         |
|    policy_gradient_loss | 2.61e-05     |
|    std                  | 0.773        |
|    value_loss           | 5.81         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.11e+03    |
|    ep_rew_mean          | 347         |
| time/                   |             |
|    fps                  | 68          |
|    iterations           | 157         |
|    time_elapsed         | 4661        |
|    total_timesteps      | 321536      |
| train/                  |             |
|    approx_kl            | 0.009146234 |
|    clip_fraction        | 0.0994      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.06        |
|    n_updates            | 1560        |
|    policy_gradient_loss | -0.0039     |
|    std                  | 0.765       |
|    value_loss           | 0.214       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.11e+03    |
|    ep_rew_mean          | 337         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 158         |
|    time_elapsed         | 4683        |
|    total_timesteps      | 323584      |
| train/                  |             |
|    approx_kl            | 0.003364691 |
|    clip_fraction        | 0.00889     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | 0.742       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.01        |
|    n_updates            | 1570        |
|    policy_gradient_loss | 8.37e-05    |
|    std                  | 0.763       |
|    value_loss           | 13.4        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.11e+03     |
|    ep_rew_mean          | 336          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 159          |
|    time_elapsed         | 4706         |
|    total_timesteps      | 325632       |
| train/                  |              |
