pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_6
---------------------------------
| rollout/           |          |
|    policy_gradient_loss | -0.00322     |
|    std                  | 0.919        |
|    value_loss           | 0.662        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 382          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 126          |
|    time_elapsed         | 3652         |
|    total_timesteps      | 258048       |
| train/                  |              |
|    approx_kl            | 0.0027305372 |
|    clip_fraction        | 0.0279       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.976        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0788       |
|    n_updates            | 1250         |
|    policy_gradient_loss | -0.00332     |
|    std                  | 0.921        |
|    value_loss           | 0.433        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 372          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 127          |
|    time_elapsed         | 3674         |
|    total_timesteps      | 260096       |
| train/                  |              |
|    approx_kl            | 0.0034719845 |
|    clip_fraction        | 0.0483       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.34        |
|    explained_variance   | 0.978        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0405       |
|    n_updates            | 1260         |
|    policy_gradient_loss | -0.00269     |
|    std                  | 0.923        |
|    value_loss           | 0.147        |
------------------------------------------
Eval num_timesteps=262144, episode_reward=849.38 +/- 515.77
Episode length: 892.50 +/- 207.21
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 892          |
|    mean_reward          | 849          |
| time/                   |              |
|    total timesteps      | 262144       |
| train/                  |              |
|    approx_kl            | 0.0027565397 |
|    clip_fraction        | 0.0123       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.34        |
|    explained_variance   | 0.898        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.256        |
|    n_updates            | 1270         |
|    policy_gradient_loss | -0.00252     |
|    std                  | 0.922        |
|    value_loss           | 1.53         |
------------------------------------------
New best mean reward!
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.1e+03  |
|    ep_rew_mean     | 393      |
| time/              |          |
|    fps             | 69       |
|    iterations      | 128      |
|    time_elapsed    | 3791     |
|    total_timesteps | 262144   |
---------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.1e+03       |
|    ep_rew_mean          | 403           |
| time/                   |               |
|    fps                  | 69            |
|    iterations           | 129           |
|    time_elapsed         | 3814          |
|    total_timesteps      | 264192        |
| train/                  |               |
|    approx_kl            | 0.00034661664 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.34         |
|    explained_variance   | 0.394         |
